feature,importance
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-27,0.0025860388
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-30,0.0025795903
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-56,0.0025724112
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-46,0.002563271
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-50,0.0025612256
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-2,0.0025547105
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-58,0.0025543296
dow_sin_t-59,0.0025525882
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-20,0.002541844
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-19,0.002541322
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-18,0.002540865
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-5,0.0025337762
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-51,0.0025270036
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-25,0.0025147307
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-22,0.0025043967
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-41,0.0024986789
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-3,0.0024953166
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-37,0.0024910003
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-57,0.0024895063
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-52,0.002488718
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-36,0.002487649
hour_t-30,0.002486871
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-37,0.0024859216
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-58,0.0024858327
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-44,0.0024822894
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-1,0.0024736333
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-34,0.0024730447
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-44,0.0024669217
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-24,0.0024664355
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-53,0.0024640462
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-14,0.0024619042
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-59,0.0024598015
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-59,0.0024565808
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-51,0.002456545
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-40,0.002455056
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-26,0.0024457725
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-1,0.0024432421
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-56,0.002434483
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-48,0.0024342136
hour_cos_t-56,0.0024339356
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-19,0.0024334744
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-26,0.0024312334
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-25,0.002426177
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-12,0.0024087469
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-52,0.0024076507
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-26,0.0024043825
check_tier-1_cooling_system_humidity_apc-rc-27_unit_supply_humidity_t-30,0.0024027047
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-39,0.0023943572
enter_fluid_temp_t-24,0.0023872145
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-59,0.0023821946
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-43,0.0023809897
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-5,0.0023745338
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-14,0.0023669377
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-40,0.0023572347
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-56,0.0023547362
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-6,0.0023448907
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-12,0.0023329735
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-48,0.0023319442
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-10,0.0023233388
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-15,0.0023229371
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-4,0.0023195422
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-60,0.0023119233
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-39,0.0023015398
hour_cos_t-55,0.0023004015
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-22,0.0022937828
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-6,0.002288943
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-53,0.002275464
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-43,0.002268558
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-39,0.0022676801
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-11,0.0022629204
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-49,0.0022628247
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-48,0.0022574144
hour_t-40,0.0022514854
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-49,0.0022460588
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-18,0.0022344517
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-29,0.00222928
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-56,0.0022069842
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-52,0.0022042806
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-42,0.0022034245
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-59,0.002202211
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-13,0.0021850942
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-56,0.0021834846
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-60,0.0021678882
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-2,0.0021672416
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-47,0.0021378081
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-50,0.0021321138
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-5,0.0021169225
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-19,0.0021147253
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-56,0.0021119013
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-48,0.0021090477
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-21,0.002106567
dow_sin_t-28,0.0020972346
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-46,0.0020914003
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-46,0.002073933
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-14,0.0020734444
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-57,0.002073036
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-57,0.0020673187
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-59,0.0020647408
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-24,0.0020610837
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-12,0.0020514785
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-7,0.0020468766
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-31,0.0020416619
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-15,0.0020393913
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-22,0.0020382772
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-57,0.0020353012
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-60,0.0020308762
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-6,0.002030586
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-58,0.0020288061
hour_sin_t-25,0.0020278248
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-41,0.0020090505
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-13,0.0020017335
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-20,0.0020002506
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-11,0.001997661
hour_cos_t-53,0.0019919332
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-11,0.0019907998
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-5,0.001988623
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-11,0.0019870645
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-1,0.0019816302
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-3,0.0019795867
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-11,0.0019742819
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-1,0.0019690716
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-31,0.001965439
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-32,0.0019654129
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-34,0.0019646608
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-18,0.0019624236
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-40,0.0019619246
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-25,0.0019595774
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-8,0.0019528032
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-49,0.0019518487
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-51,0.001948363
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-3,0.0019462727
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-19,0.0019400024
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-22,0.0019359248
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-12,0.0019343427
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-43,0.0019253051
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-33,0.001907586
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-39,0.001886999
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-38,0.001883395
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-25,0.0018776561
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-8,0.0018771403
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-24,0.0018755075
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-40,0.0018698206
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-16,0.001865539
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-10,0.0018613429
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-34,0.0018573545
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-39,0.0018568429
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-42,0.0018559188
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-41,0.0018533085
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-38,0.0018523639
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-2,0.0018361583
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-25,0.0018334991
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-23,0.0018293645
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-42,0.0018279357
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-49,0.0018252629
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-9,0.0018218323
hour_sin_t-30,0.0018169418
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-48,0.0018081493
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-41,0.0018069281
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-51,0.0018007605
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-11,0.0017916256
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-17,0.0017862888
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-48,0.001785273
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-25,0.0017846789
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-16,0.00177899
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-53,0.0017751941
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-54,0.0017748278
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-22,0.001774796
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-46,0.0017718023
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-3,0.0017717801
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-18,0.0017570418
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-32,0.0017521691
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-1,0.0017451281
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-60,0.0017446376
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-26,0.001741147
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-28,0.0017397355
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-17,0.0017363647
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-18,0.00173194
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-35,0.0017310106
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-4,0.0017262698
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-54,0.0017258894
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-41,0.0017176998
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-58,0.0017142388
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-22,0.0017076177
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-1,0.0017042373
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-51,0.0017020204
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-46,0.001699453
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-57,0.0016932073
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-57,0.0016919608
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-52,0.0016914107
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-1,0.001689442
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-12,0.0016887577
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-13,0.0016808378
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-19,0.0016768541
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-48,0.0016766106
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-48,0.0016746206
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-4,0.0016647637
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-45,0.0016637179
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-37,0.0016632777
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-28,0.0016632496
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-48,0.0016628378
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-22,0.001661599
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-48,0.0016602533
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-6,0.0016600569
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-12,0.0016589882
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-51,0.001655122
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-36,0.0016548096
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-53,0.0016522941
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-26,0.0016447576
enter_fluid_temp_t-19,0.0016424123
hour_sin_t-23,0.0016404801
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-39,0.0016399473
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-6,0.0016391745
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-37,0.0016381596
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-55,0.001631944
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-2,0.0016309823
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-2,0.0016283116
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-3,0.0016211326
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-19,0.0016204505
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-24,0.0016126499
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-1,0.0016119287
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-55,0.0016071278
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-8,0.0016030181
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-31,0.0016015811
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-55,0.0016002832
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-56,0.0015989061
hour_cos_t-12,0.0015974076
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-57,0.0015938358
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-37,0.0015904866
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-31,0.0015836341
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-54,0.0015825395
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-18,0.0015810232
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-55,0.0015789956
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-42,0.0015747471
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-4,0.0015733107
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-45,0.0015713939
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-48,0.0015710241
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-58,0.0015637816
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-35,0.0015620864
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-10,0.0015618838
hour_cos_t-36,0.0015604406
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-55,0.0015596948
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-54,0.0015564662
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-47,0.0015550195
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-43,0.0015419387
dayofweek_t-2,0.0015416838
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-29,0.001539169
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-37,0.001535388
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-43,0.0015328132
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-32,0.001531319
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-3,0.0015292225
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-40,0.0015285078
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-55,0.0015201564
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-57,0.0015185039
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-14,0.0015177072
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-39,0.0015146856
hour_t-13,0.0015044619
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-18,0.0014998883
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-16,0.0014946234
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-8,0.0014913675
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-42,0.00148666
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-12,0.0014864128
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-38,0.0014863284
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-25,0.0014826992
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-43,0.0014807486
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-8,0.0014792443
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-25,0.001472481
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-17,0.0014708217
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-15,0.0014662835
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-7,0.001464817
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-29,0.0014639491
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-7,0.0014634785
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-50,0.0014623943
hour_sin_t-3,0.0014613661
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-15,0.0014573452
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-36,0.0014570095
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-42,0.0014537268
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-55,0.0014524685
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-34,0.0014515151
hour_sin_t-22,0.0014498548
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-36,0.0014492467
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-39,0.0014460088
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-48,0.0014421318
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-38,0.0014393735
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-2,0.0014335435
hour_sin_t-40,0.0014298725
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-49,0.0014286527
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-24,0.0014261438
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-32,0.0014206405
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-19,0.0014202109
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-51,0.0014177397
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-5,0.0014177231
check_tier-1_cooling_system_humidity_apc-rc-16_unit_supply_humidity_t-27,0.0014169706
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-24,0.0014125142
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-9,0.0014095363
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-45,0.0014090852
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-36,0.0014082694
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-6,0.001406949
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-29,0.0014048441
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-7,0.0014039711
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-2,0.0014034314
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-38,0.0013977325
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-27,0.001393778
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-57,0.0013934523
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-45,0.0013930819
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-42,0.0013928853
hour_t-58,0.001392241
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-9,0.0013920903
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-55,0.0013907152
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-13,0.0013905492
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-41,0.0013878878
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-50,0.0013834047
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-31,0.001376893
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-18,0.0013766681
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-53,0.0013750817
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-42,0.0013622721
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-39,0.0013600648
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-46,0.001358585
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-3,0.0013581255
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-38,0.0013555166
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-28,0.0013554199
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-55,0.0013550351
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-36,0.0013527464
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-19,0.0013482571
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-27,0.001346212
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-54,0.0013448298
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-15,0.00134126
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-50,0.0013407946
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-47,0.0013358279
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-9,0.0013356698
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-55,0.0013352091
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-15,0.001327563
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-53,0.001326753
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-48,0.0013214606
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-51,0.0013111125
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-36,0.0013088577
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-40,0.0013070576
